Nose_x0,Nose_y0,Neck_x1,Neck_y1,RShoulder_x2,RShoulder_y2,Relbow_x3,RElbow_y3,RWrist_x4,RWrist_y4,LShoulder_x5,LShoulder_y5,LElbow_x6,LElbow_y6,LWrist_x7,LWrist_y7,RHip_x8,RHip_y8,RKnee_x9,RKnee_y9,RAnkle_x10,RAnkle_y10,LHip_x11,LHip_y11,LKnee_x12,LKnee_y12,LAnkle_x13,LAnkle_y13,REye_x14,REye_y14,LEye_x15,LEye_y15,REar_x16,REar_y16,LEar_x17,LEar_y17
2,0,1,1,3,1,2,1,3,1,3,0,3,0,2,3,3,1,2,1,3,2,3,0,0,0,0,0,1,0,2,0,0,0,2,0
2,0,2,0,1,0,2,1,3,1,1,0,2,1,4,1,1,0,3,1,6,0,1,0,1,0,1,1,3,1,1,1,0,0,2,1
2,1,2,1,1,1,2,0,1,2,3,0,3,0,3,2,1,1,2,0,4,0,2,0,0,1,1,0,1,1,3,1,0,0,2,0
2,0,2,1,3,1,1,0,2,1,2,1,3,1,4,1,2,0,2,0,4,1,2,0,1,0,0,1,2,0,1,1,0,0,3,0
2,0,3,1,1,1,3,0,4,1,2,1,2,0,2,0,2,0,1,0,4,1,2,0,0,0,0,0,2,0,3,1,0,0,2,0
2,0,1,0,3,0,2,0,1,0,3,0,2,0,3,0,2,0,3,1,1,1,2,0,3,1,0,0,2,1,2,1,0,0,2,1
2,0,3,1,2,1,2,1,2,0,1,1,2,1,0,1,3,1,3,1,1,1,2,1,2,0,1,1,3,2,2,1,0,0,2,0
2,0,1,1,2,1,3,0,2,1,3,0,1,1,2,2,2,1,2,0,1,0,3,0,5,1,2,1,2,0,3,1,0,0,2,1
3,0,2,0,2,0,0,1,1,0,1,0,2,0,0,1,3,0,1,1,0,1,2,0,5,0,5,1,2,0,1,1,0,0,2,0
2,1,3,0,3,0,3,0,1,3,2,1,1,0,0,2,2,0,2,0,1,0,2,1,3,1,8,1,2,0,2,1,0,0,2,1
2,1,2,1,2,1,2,0,1,1,3,1,2,0,0,2,2,0,0,0,1,1,3,0,3,2,6,1,2,1,2,1,0,0,2,1
2,0,1,0,1,0,3,1,3,3,0,0,2,0,1,1,1,0,0,1,0,1,1,0,2,1,0,1,2,0,3,0,0,0,3,0
2,1,2,0,3,0,1,2,4,1,3,0,2,0,2,1,3,1,5,1,3,0,4,0,5,2,4,1,1,0,2,0,0,0,2,0
2,1,2,0,1,0,1,1,2,3,2,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,2,0,0,0,2,0
2,0,3,0,1,0,3,1,4,2,2,0,2,1,0,1,0,0,5,1,2,2,1,1,4,0,5,1,1,0,2,0,0,0,1,0
2,0,1,0,3,0,2,1,4,2,3,0,0,0,0,1,2,0,0,0,1,0,2,0,2,0,8,0,3,0,2,0,0,0,2,0
2,1,2,0,2,0,3,0,1,0,0,0,0,0,1,1,2,1,4,0,1,1,2,1,1,1,5,1,2,1,2,0,0,0,3,1
2,1,2,1,1,1,2,0,2,0,3,1,3,1,2,1,1,0,1,1,0,0,3,0,3,1,3,1,1,1,2,1,0,0,1,1
2,0,2,0,3,0,2,1,1,0,2,0,2,0,3,2,4,0,12,1,27,0,2,0,2,1,2,0,3,0,2,0,0,0,3,0
2,0,3,0,2,0,3,0,3,1,3,0,3,0,3,2,1,0,6,0,24,2,3,0,2,0,0,1,2,0,3,0,0,0,2,0
2,0,1,0,2,1,0,0,2,2,2,0,4,0,2,2,2,0,3,0,2,1,2,0,2,0,0,0,2,0,1,0,0,0,2,1
3,1,3,0,2,0,1,0,1,0,2,0,4,1,17,4,4,0,4,0,3,0,2,0,2,0,0,0,3,1,3,1,0,0,2,0
1,1,2,1,3,0,3,0,1,2,2,1,2,0,1,3,4,0,7,1,17,3,3,0,0,1,1,0,1,1,2,0,0,0,2,1
3,1,2,0,1,0,2,2,0,0,1,0,2,0,1,1,1,0,3,0,2,1,0,0,2,0,4,3,3,0,1,0,0,0,2,0
2,0,3,0,2,1,3,1,3,2,3,0,1,1,3,2,3,1,2,2,1,3,3,1,2,2,2,0,1,2,3,2,0,0,2,0
2,0,1,1,3,0,1,0,5,0,2,0,4,0,6,0,3,1,4,0,3,2,3,0,2,1,2,2,2,1,1,0,0,0,2,1
2,0,2,0,1,1,2,0,1,3,2,0,2,1,3,3,0,0,3,1,2,2,1,1,1,0,1,0,2,0,2,0,0,0,2,0
1,0,1,0,2,1,2,1,2,0,2,0,3,0,5,2,1,1,1,0,2,0,1,1,1,0,0,1,2,0,2,0,0,0,2,0
3,0,2,1,1,0,1,0,80,74,2,0,3,1,2,1,2,1,3,0,6,0,2,0,0,1,0,0,2,1,2,1,0,0,3,1
1,1,3,0,2,1,3,0,75,72,3,0,2,0,3,2,2,0,2,0,6,0,1,1,0,0,0,0,2,0,3,1,0,0,1,0
3,0,2,0,2,0,2,0,2,1,2,0,5,0,2,1,2,0,2,1,4,1,3,0,2,0,1,0,2,0,2,0,0,0,3,0
2,0,3,0,3,0,2,0,2,1,2,0,0,0,3,2,3,0,2,0,2,1,1,0,2,0,1,1,2,0,2,0,0,0,2,0
3,0,2,0,2,0,3,1,2,2,3,0,0,1,1,1,1,0,2,1,0,0,4,0,3,1,1,1,74,56,2,0,0,0,3,0
2,1,3,0,3,0,3,1,2,0,1,0,3,0,0,1,4,0,1,1,1,1,3,0,4,0,1,2,69,56,3,0,0,0,1,0
2,1,1,0,2,1,2,0,2,1,3,0,2,1,1,3,1,1,0,1,0,0,3,0,12,1,26,3,3,0,2,0,0,0,2,0
3,1,3,1,3,1,2,1,2,2,1,0,0,2,1,1,4,2,4,0,0,1,1,2,3,1,16,3,2,0,3,1,0,0,3,0
1,0,1,0,1,0,1,0,0,3,2,1,2,1,1,2,1,1,1,0,1,0,1,0,3,0,5,0,1,1,1,1,0,0,2,1
3,0,2,1,2,0,2,0,63,80,2,0,3,1,1,1,3,1,0,1,4,3,3,2,2,1,4,0,3,0,3,0,0,0,2,0
2,0,2,1,2,0,1,0,57,77,2,0,1,1,2,1,1,0,4,0,4,1,2,0,5,0,4,1,60,55,2,1,0,0,2,0
1,0,2,1,2,0,3,0,2,1,3,1,3,2,0,2,0,1,4,1,0,2,3,2,4,0,6,1,0,0,1,1,0,0,2,0
3,0,3,1,3,0,2,1,4,2,1,1,1,1,3,1,1,1,0,0,1,1,1,0,4,1,4,1,0,0,3,0,0,0,3,0
1,0,2,0,1,1,2,0,3,1,3,0,2,1,0,1,2,0,1,0,1,0,3,0,2,0,9,0,53,56,1,1,0,0,1,1
3,1,2,1,3,0,3,0,1,1,2,1,0,1,0,1,2,0,1,0,0,1,2,1,2,0,4,1,3,0,3,1,0,0,3,0
1,1,2,0,3,1,4,1,3,0,2,0,1,0,3,0,2,1,1,0,0,0,1,0,2,1,3,0,2,1,2,0,0,0,1,0
3,1,2,0,2,0,1,0,1,2,2,0,3,0,2,1,2,0,3,0,1,0,3,1,3,1,3,1,48,57,2,0,0,0,3,0
2,2,2,0,0,0,0,0,1,0,3,0,4,0,2,0,2,0,3,0,2,1,3,0,2,0,1,1,44,58,2,1,0,0,1,0
2,2,2,0,3,0,2,0,3,2,2,0,3,1,5,2,3,0,3,0,2,1,2,0,3,0,0,0,3,2,2,1,0,0,3,0
3,0,3,0,2,0,2,1,1,1,2,0,2,1,14,2,3,0,5,0,4,2,3,0,2,0,1,0,41,56,3,0,0,0,2,0
1,0,1,0,2,1,3,1,1,0,2,0,3,0,0,2,3,0,4,1,6,1,2,0,1,0,0,0,0,0,1,0,0,0,3,0
3,1,3,1,3,1,3,1,37,77,2,0,2,0,0,1,4,0,4,1,10,5,1,0,2,2,3,1,0,0,3,1,0,0,2,1
2,0,2,1,0,1,1,1,0,0,2,1,1,1,3,0,1,2,2,2,2,1,1,1,1,2,1,1,0,0,2,1,0,0,2,0
2,0,2,1,4,1,3,0,29,77,2,0,3,1,5,2,2,0,3,1,2,1,3,1,3,1,2,0,31,55,2,0,0,0,2,1
2,1,2,1,1,1,1,0,2,1,2,0,3,0,4,2,2,1,3,0,2,1,2,1,3,0,2,1,31,55,3,1,0,0,1,0
2,0,1,0,1,0,0,0,27,76,3,0,3,1,5,3,0,1,2,1,1,0,2,1,6,1,6,2,0,0,1,0,0,0,3,1
2,1,3,1,2,1,2,0,40,77,2,1,5,0,4,1,2,1,9,1,11,1,1,1,8,2,8,3,0,0,3,2,0,0,2,0
2,0,2,0,1,0,3,2,1,1,3,0,3,0,3,2,0,1,10,1,16,2,2,1,13,1,22,3,0,0,1,0,0,0,2,0
2,2,1,1,1,1,5,1,1,0,1,0,2,1,2,0,3,0,3,0,1,0,2,0,0,1,3,0,0,0,2,1,0,0,2,1
2,2,2,0,2,0,2,2,2,2,4,0,2,1,1,0,1,0,0,1,1,0,3,0,5,2,2,1,0,0,3,0,0,0,2,0
2,1,2,0,1,0,2,1,3,1,2,0,3,0,4,2,2,0,2,0,1,1,3,0,4,0,0,1,0,0,1,0,0,0,3,0
3,1,3,0,4,0,4,0,5,0,2,0,2,1,1,1,4,0,4,0,1,1,3,0,1,0,1,0,0,0,3,0,0,0,2,0
5,22,7,22,11,20,15,19,17,16,4,22,16,73,8,74,9,16,10,17,20,12,3,17,5,16,6,14,16,33,4,24,13,34,17,56
2,0,2,0,3,1,1,1,2,1,2,0,0,0,0,0,3,2,2,1,0,0,1,1,0,0,3,0,3,1,3,0,2,1,0,0
3,0,2,0,1,0,1,0,1,1,2,0,22,53,28,58,1,1,3,1,4,3,0,2,2,3,2,5,2,0,2,0,2,0,0,0
1,0,1,0,3,0,2,2,0,1,1,1,1,1,2,2,1,0,3,1,3,2,2,1,3,0,4,3,2,0,1,0,3,1,0,0
3,0,3,0,1,0,0,0,1,0,3,1,3,0,3,3,3,1,4,0,3,0,3,1,0,1,1,0,2,0,3,0,2,1,0,0
1,0,2,0,3,0,2,0,1,1,3,0,26,52,33,53,2,0,2,1,9,1,2,0,3,2,1,2,2,0,1,0,1,0,0,0
2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,2,2,1,2,9,0,3,1,3,0,0,0,2,1,3,1,3,1,0,0
3,1,3,1,2,1,1,0,1,1,2,0,0,0,0,0,1,1,10,2,21,0,3,2,10,2,22,0,3,1,2,0,2,0,0,0
3,0,2,0,3,1,2,1,2,1,2,1,0,0,0,0,2,1,2,0,1,0,2,1,3,2,4,0,2,0,2,1,3,0,0,0
2,0,3,1,2,1,3,1,3,0,2,1,0,0,0,0,4,0,4,0,1,1,2,1,2,2,1,0,3,0,3,0,2,1,0,0
1,1,1,1,3,1,4,2,5,1,3,0,39,54,0,0,2,0,4,1,1,1,3,0,3,0,1,0,1,0,2,0,1,0,0,0
3,1,3,0,1,1,3,0,4,2,1,0,39,54,0,0,3,0,7,1,2,1,2,1,3,0,1,1,3,0,2,0,3,0,0,0
1,0,1,0,4,0,4,1,6,0,2,0,43,56,49,59,4,1,10,0,26,5,1,2,6,0,22,5,2,0,2,0,2,0,0,0
4,0,3,1,2,0,4,1,7,1,3,0,43,56,49,59,2,0,0,0,0,0,3,0,4,0,7,1,2,0,2,0,3,1,0,0
1,0,2,1,2,1,4,0,5,0,1,1,0,0,0,0,2,1,0,0,0,0,3,1,5,0,15,6,3,1,2,1,1,0,0,0
3,1,2,0,2,1,3,2,5,3,3,1,0,0,0,0,1,3,1,0,0,0,0,2,0,0,3,1,1,0,3,0,3,0,0,0
2,0,2,1,2,0,3,0,4,3,1,0,0,0,0,0,2,0,0,0,1,2,2,1,4,1,4,0,3,0,2,0,2,0,0,0
2,0,2,0,2,1,1,1,3,4,1,0,0,0,0,0,1,0,1,1,2,0,4,0,6,1,1,0,1,1,2,0,2,0,0,0
2,0,3,0,3,0,3,1,5,2,4,0,0,0,0,0,2,1,0,1,2,0,2,1,1,0,4,0,4,0,55,33,3,1,0,0
2,0,2,0,2,0,2,0,2,2,2,0,55,51,63,53,2,0,1,0,1,1,2,0,4,1,5,0,1,1,59,33,1,1,0,0
2,0,2,0,2,1,3,0,4,1,2,0,1,1,63,53,0,1,0,1,0,0,2,1,1,1,8,0,2,0,2,0,3,0,0,0
2,1,2,1,2,1,1,1,2,1,2,1,3,2,47,63,4,0,3,0,1,0,0,1,1,0,4,0,3,1,2,1,2,0,0,0
3,1,3,1,3,0,3,1,2,1,3,0,3,0,2,0,5,0,15,1,25,1,0,0,12,1,21,0,2,0,2,0,2,1,0,0
2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,0,1,1,11,0,25,0,5,1,17,1,27,0,2,1,3,0,2,1,0,0
3,0,2,0,3,0,3,1,1,2,2,0,4,0,4,2,3,0,3,1,1,0,3,0,4,1,2,1,3,0,68,34,4,0,0,0
2,1,3,1,2,1,2,0,2,4,3,1,61,56,55,65,1,2,4,0,4,3,5,1,3,1,1,1,2,1,73,36,1,1,0,0
2,1,1,1,2,0,2,0,1,3,68,44,0,0,0,0,4,1,7,1,1,0,1,0,1,0,0,0,2,1,73,36,3,1,0,0
3,0,3,0,3,0,2,0,0,2,0,0,0,0,0,0,2,1,7,1,24,6,2,1,1,1,0,0,2,0,78,35,2,0,0,0
1,0,1,0,2,1,2,0,1,2,73,43,0,0,0,0,2,0,1,1,1,0,1,1,2,1,1,0,2,0,0,0,2,0,0,0
2,1,3,1,2,0,1,0,1,0,2,1,0,0,0,0,3,0,2,0,1,0,2,0,1,0,2,1,2,1,3,0,3,1,0,0
2,0,2,0,2,0,0,0,2,1,3,1,0,0,0,0,2,2,4,1,0,3,2,2,1,0,1,2,3,0,2,1,0,0,0,0
2,0,2,0,1,0,2,0,0,2,3,0,79,56,0,0,2,0,4,2,3,0,0,1,1,1,1,0,1,0,2,0,3,0,0,0
3,0,2,0,3,0,1,1,0,1,2,0,2,1,0,0,1,1,2,1,4,2,2,1,0,1,0,2,3,0,3,0,2,0,0,0
2,1,2,0,2,0,1,0,1,0,83,43,81,55,0,0,3,1,3,0,9,1,1,1,1,0,0,1,2,1,88,34,3,1,0,0
2,0,3,1,2,1,2,0,1,1,87,43,83,55,0,0,2,1,1,2,6,0,3,0,1,1,0,0,1,0,91,35,1,0,0,0
2,1,1,1,2,0,3,1,2,0,2,1,9,0,0,0,1,1,0,2,4,3,3,2,14,2,25,0,3,1,3,1,3,1,0,0
3,0,4,0,3,0,1,0,2,2,3,1,5,1,103,54,0,1,10,1,24,1,4,1,3,1,3,0,3,0,3,1,2,0,0,0
1,0,1,0,2,1,4,2,4,1,2,0,1,0,0,2,5,1,15,2,28,2,2,1,1,1,2,2,2,2,1,0,2,1,0,0
4,0,3,1,3,1,4,1,3,0,1,1,2,2,2,2,4,0,4,1,1,1,3,1,4,1,1,0,2,0,98,37,3,0,0,0
2,1,2,1,2,0,4,0,6,0,2,0,0,1,13,12,4,0,4,0,1,1,0,1,8,2,26,5,3,0,0,0,3,1,0,0
2,0,2,0,4,0,4,0,16,3,2,0,3,0,3,1,1,1,2,2,0,1,1,1,4,0,3,1,2,0,0,0,2,0,0,0
2,1,3,2,1,1,2,0,5,6,3,1,99,59,95,71,3,1,0,2,0,1,6,1,4,2,3,1,3,1,0,0,2,1,0,0
3,0,2,0,1,0,2,0,5,0,102,45,0,0,0,0,1,1,0,0,0,0,2,1,5,0,5,0,1,0,0,0,3,0,0,0
2,0,2,0,3,0,4,0,6,3,107,45,0,0,0,0,1,1,2,1,0,1,0,1,0,1,12,6,3,0,113,37,1,1,0,0
1,0,1,0,2,1,3,1,4,3,0,0,0,0,0,0,2,0,1,1,0,1,2,0,3,1,3,1,1,1,113,37,3,0,0,0
3,0,2,0,3,0,2,1,4,4,2,0,108,57,104,66,2,0,0,0,0,1,2,0,2,1,0,2,3,0,0,0,2,0,0,0
2,0,3,0,1,0,2,1,3,2,3,1,0,1,1,0,1,0,1,0,1,0,4,0,7,1,5,2,2,1,0,0,2,0,0,0
2,0,1,0,3,0,3,0,3,2,1,1,0,1,0,0,4,2,8,0,2,0,1,2,7,3,2,1,2,1,0,0,2,0,0,0
2,0,3,0,2,0,2,0,1,1,2,0,2,1,2,2,2,1,4,1,17,1,2,1,1,1,7,1,2,1,0,0,2,1,0,0
2,1,1,0,3,1,3,0,4,1,2,0,2,1,2,1,3,1,1,1,4,0,1,1,1,0,0,0,2,1,0,0,3,0,0,0
3,1,3,2,2,1,1,1,1,2,2,1,2,0,2,0,1,1,4,0,3,1,2,0,1,0,0,0,3,0,0,0,1,1,0,0
1,1,2,1,2,1,3,1,2,1,3,1,2,2,2,2,2,0,1,0,2,0,3,1,3,0,1,1,1,0,0,0,3,1,0,0
2,0,2,1,2,1,1,1,2,3,2,1,3,1,3,0,2,1,9,0,25,0,4,1,15,1,28,1,2,1,0,0,2,0,0,0
2,0,3,1,2,1,2,0,1,3,2,1,4,0,4,1,2,0,4,0,3,3,3,0,3,1,1,1,3,0,0,0,2,0,0,0
3,0,2,1,2,1,3,1,1,4,3,1,123,60,118,68,3,1,8,0,1,1,1,1,5,2,22,6,2,0,0,0,2,0,0,0
2,0,2,0,2,0,0,0,1,1,2,0,0,0,0,0,1,0,6,0,24,6,2,1,4,0,4,0,2,0,0,0,1,0,0,0
2,1,2,1,2,0,1,0,0,2,2,1,0,0,0,0,3,0,0,0,1,1,3,0,3,0,16,5,2,1,0,0,3,1,0,0
1,0,2,1,2,1,2,1,1,0,1,0,0,0,0,0,2,1,2,1,1,1,2,1,1,0,2,1,1,0,0,0,2,0,0,0
2,0,2,0,1,0,1,0,2,0,3,0,0,0,0,0,2,0,5,1,1,2,2,0,2,1,1,3,3,0,0,0,2,0,0,0
2,1,2,0,3,1,1,0,1,3,2,0,138,59,135,69,3,1,3,1,2,1,0,0,2,1,1,1,1,0,0,0,2,0,0,0
3,1,3,0,2,0,2,0,1,0,3,1,4,0,1,0,1,0,4,0,3,1,1,0,0,1,0,3,3,0,0,0,2,0,0,0
1,1,1,1,1,1,1,0,1,0,3,1,1,0,2,2,2,0,1,0,9,1,3,0,1,0,1,0,1,0,0,0,2,1,0,0
3,0,3,0,3,1,2,0,1,0,145,47,143,59,138,67,2,1,2,2,6,1,3,1,1,1,0,1,3,1,0,0,2,0,0,0
1,0,1,1,2,0,2,0,1,1,148,49,145,59,140,67,1,1,0,2,5,3,3,1,2,0,1,1,2,1,0,0,3,1,147,41
3,1,3,0,2,0,0,1,3,1,148,49,145,59,140,67,1,1,12,1,24,1,4,1,16,2,27,1,2,1,0,0,2,0,147,41
2,0,2,0,3,1,4,1,3,1,153,49,151,60,146,70,4,1,18,3,29,1,2,1,3,1,2,2,3,0,0,0,2,1,0,0
2,2,3,1,3,0,4,1,3,0,1,1,3,2,2,1,4,1,2,2,1,1,1,1,11,3,28,4,2,1,0,0,3,0,153,42
3,1,2,0,2,1,4,1,5,0,1,0,1,1,5,2,4,1,3,1,0,1,1,2,3,0,2,1,2,1,0,0,1,0,153,42
1,0,1,1,2,0,2,0,7,2,2,1,3,0,4,0,1,1,2,2,0,0,2,1,5,1,3,2,2,0,0,0,4,0,157,42
3,0,2,0,2,0,4,0,4,2,1,0,2,1,157,73,1,2,0,1,0,0,4,0,5,1,4,0,2,1,0,0,1,0,2,0
1,0,2,1,3,1,1,0,4,2,2,1,1,0,161,69,3,1,1,0,0,1,1,1,4,1,4,0,2,0,0,0,2,0,3,0
2,0,2,1,1,0,4,0,5,2,3,1,2,1,1,1,1,2,1,0,0,1,1,1,2,1,14,5,2,1,0,0,2,1,2,1
25,4,25,2,26,3,30,4,38,3,24,2,23,4,27,1,25,2,22,4,29,4,26,2,31,2,30,4,26,3,0,0,26,2,164,41
117,9,117,8,120,9,118,8,117,11,113,8,110,6,99,0,119,13,118,13,101,10,113,13,116,12,122,13,117,8,29,46,119,8,0,0
2,0,3,0,2,0,2,0,2,1,3,0,3,0,2,1,1,0,8,0,24,1,3,0,11,0,27,1,1,0,2,1,2,0,0,0
3,0,2,1,3,0,3,1,3,0,2,1,2,2,2,0,4,0,3,0,1,1,3,0,3,0,1,0,3,0,2,1,3,1,0,0
1,0,3,0,2,0,2,1,4,1,2,1,3,0,2,1,4,1,14,1,29,2,2,0,7,0,25,2,2,1,2,0,1,0,0,0
3,0,2,1,3,0,4,1,4,0,2,0,2,0,2,3,4,1,3,1,0,0,1,0,4,1,3,1,2,1,3,0,3,1,0,0
3,0,2,0,2,0,2,1,3,2,3,0,3,0,1,2,1,1,1,0,0,0,6,2,5,0,3,0,3,0,2,0,2,0,0,0
1,1,3,1,1,1,1,2,1,2,2,1,41,67,45,76,0,2,0,1,1,0,2,2,5,0,4,1,1,1,2,1,2,0,0,0
2,1,1,1,3,1,4,0,3,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1,12,2,2,0,1,0,2,1,0,0
2,0,3,0,1,1,1,2,4,1,2,1,46,64,48,77,2,0,0,1,1,2,3,0,1,0,1,0,2,0,3,0,2,1,0,0
2,1,1,1,3,0,3,0,3,1,2,0,2,0,3,2,1,0,0,1,1,0,2,1,5,2,4,1,2,0,2,1,2,0,0,0
1,1,2,0,2,0,1,0,3,0,2,0,48,64,51,75,3,2,0,1,0,1,2,2,4,0,4,1,2,0,1,1,2,0,0,0
4,0,3,1,2,1,3,1,5,3,2,0,0,0,0,0,2,0,1,2,0,0,3,0,3,1,5,0,3,0,3,0,2,0,0,0
1,0,2,1,2,1,2,0,1,0,3,2,0,0,0,0,2,0,1,0,1,0,1,0,2,1,6,0,2,0,2,0,2,1,0,0
3,1,3,0,2,0,0,2,5,3,2,0,57,67,63,71,2,1,0,0,0,1,2,1,0,0,5,1,2,1,3,0,3,0,0,0
1,0,1,0,3,0,4,1,14,4,2,0,1,0,1,1,1,0,1,0,0,0,2,0,3,2,4,0,2,0,1,0,2,1,0,0
3,1,2,1,2,1,3,0,1,0,1,1,2,1,1,0,3,1,4,0,0,1,2,2,2,1,2,1,2,1,2,1,2,1,0,0
3,1,3,1,2,0,1,1,9,6,4,1,3,2,3,1,2,1,2,1,2,1,3,1,4,1,2,1,3,0,3,1,2,0,0,0
2,0,2,1,2,0,3,0,13,4,1,1,63,68,68,73,4,1,4,1,2,0,3,1,2,0,1,1,2,0,2,0,3,0,0,0
2,0,2,1,3,0,2,0,0,2,3,1,68,67,71,74,1,0,5,0,2,2,2,1,3,0,0,0,1,0,3,0,2,1,0,0
2,1,2,0,2,0,2,1,1,1,2,1,68,67,71,74,4,1,8,0,23,4,2,1,0,0,0,0,4,0,1,1,2,1,0,0
2,1,2,1,1,0,1,0,1,0,1,0,72,65,74,76,1,3,1,2,0,0,2,2,0,2,0,0,1,1,3,1,2,1,0,0
2,0,2,0,3,0,3,0,0,0,2,0,2,1,3,1,2,0,2,0,0,0,1,0,1,0,4,3,2,0,1,0,2,0,0,0
2,0,2,2,1,2,2,2,1,0,2,2,1,2,0,0,3,0,3,1,1,3,3,1,3,1,3,1,2,1,2,0,2,1,0,0
2,1,2,0,3,0,3,1,2,0,2,0,3,2,77,77,2,1,2,1,1,2,3,1,4,0,2,4,2,0,3,0,3,0,0,0
2,1,3,1,2,0,1,1,0,0,3,0,2,1,81,76,3,1,7,0,2,0,1,2,1,2,3,1,3,0,2,0,1,0,0,0
3,0,2,1,2,0,3,0,3,0,1,0,2,0,7,4,1,1,4,1,10,0,2,1,3,1,4,1,3,1,2,1,3,0,0,0
1,0,2,2,3,1,2,1,1,0,3,1,3,0,3,1,3,1,9,4,12,1,1,0,10,1,18,0,1,0,2,1,1,1,0,0
3,1,2,0,2,1,2,1,1,1,2,1,2,1,2,1,0,0,1,1,0,0,3,1,2,1,5,2,2,1,3,1,3,0,0,0
2,1,2,0,2,0,2,0,2,0,3,1,2,0,3,1,2,0,0,0,0,0,2,0,3,0,3,0,2,0,1,1,2,1,0,0
2,0,3,1,2,0,1,1,3,2,1,0,2,1,2,1,3,0,3,0,1,1,3,0,3,0,2,2,2,1,3,1,3,1,0,0
2,0,1,0,3,0,4,1,4,1,3,0,2,0,2,0,2,0,3,0,1,1,2,0,3,2,1,0,4,1,2,0,2,0,0,0
2,0,3,0,1,0,1,0,2,1,2,0,3,0,2,2,3,0,4,0,2,1,4,0,3,1,1,0,0,1,2,0,2,0,0,0
2,0,2,0,3,0,3,1,4,1,3,0,2,0,1,1,3,1,14,0,26,3,1,2,8,2,23,5,2,0,2,1,2,0,0,0
3,0,2,0,2,0,2,0,2,0,1,0,98,67,103,73,3,1,1,0,0,0,1,1,5,0,3,2,4,1,2,1,2,0,0,0
2,1,2,1,1,0,2,2,3,2,3,1,102,65,0,0,0,2,1,2,0,0,3,2,4,1,5,0,1,2,3,1,2,1,0,0
2,0,2,0,3,0,2,1,3,2,3,0,102,65,0,0,2,1,1,0,3,1,2,1,2,1,9,3,2,0,1,1,2,0,0,0
3,0,2,0,2,0,2,0,2,2,0,1,0,0,0,0,3,0,1,2,2,1,1,0,0,1,5,2,3,1,3,0,3,1,0,0
2,1,2,0,2,1,3,0,3,1,2,0,107,66,113,74,2,1,1,0,1,1,2,0,4,0,1,1,2,0,2,1,2,0,0,0
1,0,2,0,3,1,5,0,9,2,2,0,1,1,113,74,2,0,0,1,0,0,2,2,5,2,5,0,2,0,1,0,2,0,0,0
3,1,3,0,1,1,0,0,1,2,2,0,2,1,118,72,1,0,1,1,0,1,2,1,3,0,6,1,2,1,3,1,2,0,0,0
1,1,1,1,3,1,1,0,4,1,3,2,3,1,1,1,1,1,1,0,0,0,2,1,1,2,6,0,1,1,1,1,1,2,0,0
3,0,2,0,2,0,5,0,3,1,1,0,3,0,3,1,3,1,1,0,0,0,1,1,1,0,3,1,3,1,3,1,3,0,0,0
1,0,2,0,1,1,4,2,18,8,3,0,2,1,4,1,1,0,1,1,0,0,3,1,3,0,3,0,1,1,1,0,2,0,0,0
37,10,45,11,47,9,45,5,48,2,44,11,42,8,32,13,44,3,48,2,57,0,43,4,37,3,35,3,39,10,38,11,113,49,158,59
1,0,1,0,4,1,2,0,3,2,1,0,1,0,0,1,3,1,3,0,1,0,2,1,2,1,1,0,1,0,2,1,0,0,1,0
2,0,2,0,1,1,2,1,5,0,1,0,2,1,0,1,1,1,2,2,1,0,1,0,3,2,3,0,2,0,0,0,0,0,2,0
2,0,2,1,2,0,2,0,2,2,2,0,1,0,2,1,2,1,1,0,0,0,0,1,2,1,3,0,2,0,2,0,0,0,2,0
1,0,0,1,2,1,2,1,5,1,1,0,1,0,3,0,2,0,1,1,0,1,2,0,3,0,7,0,1,0,2,1,0,0,0,0
1,1,2,0,1,1,2,0,0,2,2,0,0,1,0,0,1,0,0,0,1,1,2,0,1,0,4,0,1,1,1,0,0,0,2,0
2,1,2,0,2,1,1,0,2,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,4,0,2,1,1,0,0,0,2,0
2,1,1,0,1,0,1,0,2,0,2,0,2,1,1,0,2,0,0,0,0,0,3,0,1,0,3,0,2,1,3,0,0,0,1,1
1,1,2,0,2,0,2,1,1,0,2,0,1,0,0,0,1,1,1,0,0,0,2,0,2,1,2,0,1,1,1,0,0,0,2,0
2,0,2,0,1,0,2,1,2,1,1,0,3,0,12,0,3,1,4,0,2,0,1,0,2,0,0,0,2,1,2,0,0,0,2,0
2,1,1,0,3,0,2,3,1,3,2,0,1,1,7,0,1,1,0,0,0,0,3,1,2,1,0,1,2,0,2,0,0,0,1,1
1,1,2,0,1,0,1,1,0,0,2,0,3,0,6,0,2,1,5,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,2,0
2,1,2,0,1,1,1,1,1,2,1,0,3,0,3,0,3,1,2,0,3,2,2,0,0,1,0,1,2,1,1,1,0,0,2,0
2,1,1,0,1,0,1,1,131,83,3,0,4,0,7,0,1,0,3,0,5,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0
