Nose_x0,Nose_y0,Neck_x1,Neck_y1,RShoulder_x2,RShoulder_y2,Relbow_x3,RElbow_y3,RWrist_x4,RWrist_y4,LShoulder_x5,LShoulder_y5,LElbow_x6,LElbow_y6,LWrist_x7,LWrist_y7,RHip_x8,RHip_y8,RKnee_x9,RKnee_y9,RAnkle_x10,RAnkle_y10,LHip_x11,LHip_y11,LKnee_x12,LKnee_y12,LAnkle_x13,LAnkle_y13,REye_x14,REye_y14,LEye_x15,LEye_y15,REar_x16,REar_y16,LEar_x17,LEar_y17
1,1,2,1,3,0,1,1,131,81,1,0,1,1,2,1,3,0,1,1,9,2,1,0,1,0,0,1,1,0,2,0,0,0,2,0
2,0,2,0,1,1,3,1,2,1,1,1,0,2,1,1,2,1,4,0,3,1,1,1,0,0,2,1,1,0,1,0,0,0,2,1
2,0,1,0,1,0,1,1,1,3,2,0,3,0,6,1,2,0,4,2,2,1,2,1,3,1,2,1,3,0,3,1,0,0,1,0
2,0,2,1,2,0,0,1,4,1,2,0,3,0,5,0,0,0,2,1,3,0,2,0,1,1,1,0,1,0,1,1,0,0,2,1
1,0,2,0,1,0,2,0,2,1,2,1,3,0,4,3,2,0,2,0,3,0,0,1,0,0,2,0,3,1,1,1,0,0,2,1
2,0,1,0,0,1,1,2,4,2,2,0,1,1,3,1,0,0,2,0,5,0,3,0,0,1,1,0,1,1,2,1,0,0,1,1
1,1,2,0,4,1,2,1,3,1,1,0,1,1,2,2,2,1,2,0,5,0,0,0,1,1,1,0,1,0,2,0,0,0,2,0
2,0,1,0,1,1,1,0,1,0,2,0,1,1,0,0,1,1,0,1,3,0,2,1,1,1,0,0,1,1,2,0,0,0,2,0
2,0,2,0,1,1,2,0,1,0,2,1,3,0,4,0,2,0,3,1,2,0,2,0,1,1,0,0,3,0,2,0,0,0,2,0
1,0,2,1,2,1,2,1,0,0,1,0,3,0,1,0,1,1,0,0,1,0,2,1,3,1,0,1,1,0,1,1,0,0,1,0
2,0,2,0,2,1,2,0,4,1,3,0,2,0,2,1,3,0,2,1,0,1,1,0,1,1,1,0,2,1,2,1,0,0,3,0
2,0,1,0,0,0,3,0,0,1,2,0,3,1,3,2,2,0,1,0,0,1,3,0,3,0,1,0,115,57,3,1,0,0,1,0
2,1,2,0,1,0,0,2,2,2,1,0,2,0,1,3,0,0,1,0,0,1,2,0,5,0,0,0,112,57,0,1,0,0,2,0
2,0,2,0,4,0,3,2,0,3,2,0,1,0,1,1,5,0,3,0,0,0,2,0,3,0,22,1,2,0,2,0,0,0,2,0
1,0,1,0,1,0,2,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,3,1,2,0,0,0,2,1,3,1,0,0,1,1
2,1,2,1,3,1,2,0,2,0,1,0,1,1,0,0,4,1,3,0,2,1,1,0,2,0,2,1,1,0,0,0,0,0,1,0
2,0,2,0,1,1,1,1,4,0,2,0,1,0,2,1,0,1,3,2,0,0,1,1,3,2,1,0,2,0,2,0,0,0,3,0
1,1,1,0,0,1,1,0,3,2,2,1,3,0,4,1,1,0,2,0,1,0,2,1,5,0,4,1,2,0,2,0,0,0,0,0
2,1,1,0,108,64,104,73,98,79,2,1,1,1,5,1,1,1,0,0,2,1,1,1,2,1,5,0,1,0,1,0,0,0,3,0
2,1,2,1,105,64,101,74,96,76,2,0,1,0,5,0,0,1,0,0,1,0,2,0,2,0,4,0,102,56,3,0,0,0,2,0
1,0,2,0,4,2,3,0,7,0,1,0,1,1,9,0,2,0,0,1,1,1,1,0,1,0,6,1,98,57,1,0,0,0,1,0
2,0,1,1,0,0,2,0,2,0,2,1,2,0,3,0,2,1,1,0,0,0,2,0,1,1,5,0,98,57,2,1,0,0,2,1
2,1,3,0,3,0,1,1,2,0,1,0,1,0,1,1,2,0,3,1,0,0,1,0,2,0,2,0,95,58,2,0,0,0,2,0
2,0,1,0,1,0,2,1,89,76,3,0,4,1,4,1,0,1,0,0,0,1,3,0,3,1,1,0,95,58,2,0,0,0,2,0
2,1,2,1,5,0,6,1,84,78,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
2,0,2,0,0,1,2,1,1,2,3,1,5,0,21,1,1,1,2,2,0,0,3,0,2,1,0,1,0,0,3,1,0,0,3,1
1,1,2,1,3,1,1,0,0,1,2,0,2,0,12,1,4,1,3,0,2,1,3,1,1,1,0,0,0,0,1,0,0,0,1,0
2,1,2,0,3,0,2,0,1,0,1,0,2,0,9,0,4,0,5,0,3,2,0,1,0,1,0,0,86,56,1,0,0,0,2,0
2,0,2,0,1,0,2,0,1,3,3,0,2,1,2,1,1,1,3,0,5,1,2,1,0,0,1,0,86,56,3,0,0,0,1,0
1,1,1,0,2,0,1,1,83,78,1,1,2,1,2,1,2,0,1,1,8,3,2,1,0,1,1,0,0,0,1,0,0,0,2,1
2,1,2,1,1,1,2,1,80,79,1,1,1,0,1,0,1,2,3,1,4,0,1,2,2,1,1,2,81,56,1,0,0,0,2,0
1,0,2,1,1,0,1,0,4,1,3,0,4,1,6,2,1,0,4,1,2,0,2,0,3,1,1,0,2,1,2,0,0,0,1,1
2,0,1,0,1,0,0,0,3,3,1,1,3,1,6,2,2,0,2,0,0,1,2,0,4,1,4,1,1,0,2,0,0,0,2,0
2,0,2,0,3,0,2,1,3,1,2,0,2,1,4,3,1,0,0,0,3,0,1,0,2,0,2,0,2,1,1,0,0,0,2,1
2,1,2,0,79,63,78,71,70,74,3,1,3,0,2,2,2,0,1,0,3,1,2,0,4,0,9,1,2,0,3,0,0,0,1,0
2,0,1,1,77,63,73,71,63,71,0,0,0,1,1,1,1,0,1,1,1,1,2,0,1,0,5,0,2,0,1,0,0,0,3,0
2,0,2,0,2,0,0,1,0,1,3,0,2,0,2,1,1,1,0,0,0,0,2,1,2,0,3,0,72,56,2,0,0,0,2,1
1,0,2,0,75,63,73,72,63,70,2,1,4,0,3,1,1,1,1,1,1,0,2,1,2,1,2,0,0,0,2,0,0,0,1,0
2,0,2,0,73,64,75,73,81,80,2,0,2,0,1,2,4,0,3,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,2,0
2,0,2,0,3,0,5,0,3,0,2,0,0,0,2,1,2,0,3,1,1,0,2,0,1,0,0,0,65,56,1,0,0,0,2,0
1,0,1,0,70,64,70,73,78,80,1,0,3,1,2,1,2,0,3,2,1,0,2,0,2,1,1,1,65,56,2,0,0,0,1,0
2,0,2,0,68,63,0,0,0,0,3,1,2,1,2,3,2,1,4,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,2,1
2,0,2,0,4,0,0,0,0,0,2,0,1,0,1,3,2,1,6,0,19,2,1,0,1,0,1,1,0,0,3,0,0,0,2,1
2,0,2,0,64,63,0,0,0,0,0,1,0,0,1,1,3,0,0,0,9,3,2,0,2,0,0,1,0,0,2,0,0,0,2,0
1,0,2,1,59,64,57,74,0,0,1,0,1,0,1,1,4,1,3,0,5,2,2,2,2,0,2,1,56,56,1,0,0,0,1,1
3,1,1,1,1,0,2,2,53,79,3,0,1,0,0,0,2,1,2,1,3,1,2,1,4,1,2,0,56,56,2,1,0,0,3,1
0,0,2,0,3,1,2,1,5,0,1,1,2,0,0,0,0,0,0,1,1,1,2,0,3,0,3,0,0,0,2,1,0,0,1,1
3,0,2,0,1,0,0,1,1,2,3,0,2,1,1,1,0,0,0,0,1,1,1,0,3,1,5,1,52,56,1,0,0,0,2,0
2,0,2,0,3,1,3,2,4,0,1,0,0,0,6,0,1,0,0,1,1,0,2,0,2,0,5,0,52,56,2,0,0,0,1,0
1,1,1,0,0,1,7,0,20,4,2,0,4,1,21,4,0,0,0,0,2,0,1,0,2,0,6,1,0,0,2,0,0,0,3,0
2,0,2,1,3,1,4,0,0,1,2,1,1,1,19,3,2,1,1,0,0,0,2,0,1,0,4,0,0,0,2,0,0,0,2,1
2,0,2,0,1,0,0,1,2,1,2,0,3,1,1,0,2,0,2,0,1,1,2,0,2,1,3,0,0,0,3,0,0,0,1,0
2,0,1,0,3,0,10,1,26,2,0,0,0,1,3,0,2,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,3,0
2,1,3,0,2,0,2,1,1,1,3,0,4,1,3,0,2,0,2,1,1,0,3,0,2,2,1,1,0,0,2,0,0,0,1,0
2,1,1,0,1,0,0,1,1,2,2,0,4,0,20,2,3,0,4,0,2,0,2,0,2,1,1,1,0,0,2,0,0,0,2,0
2,0,2,0,3,0,3,1,1,1,1,0,1,1,2,0,2,1,2,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0
2,0,2,1,2,1,2,2,34,79,2,0,2,1,1,0,3,1,4,0,3,1,2,1,1,1,0,0,0,0,2,0,0,0,2,1
0,0,1,0,2,0,3,1,0,0,2,1,1,0,1,0,3,1,4,0,5,1,1,0,0,1,0,0,0,0,2,0,0,0,2,1
3,1,2,1,1,0,3,0,0,0,2,0,2,1,5,1,1,0,1,1,6,2,2,1,1,1,1,0,0,0,1,1,0,0,2,0
2,0,1,0,1,0,36,72,0,0,3,1,5,1,5,1,0,0,2,1,4,2,3,0,2,1,1,2,0,0,2,1,0,0,1,0
1,0,2,0,1,0,38,74,40,80,1,0,3,1,5,3,2,0,1,1,2,0,0,0,3,1,2,0,0,0,2,1,0,0,2,0
1,0,1,0,2,0,2,0,0,0,2,0,1,0,3,3,2,0,0,0,1,0,2,0,2,1,2,0,0,0,1,0,0,0,2,0
3,0,2,0,1,0,1,1,2,1,2,0,4,1,5,1,1,0,1,0,2,1,1,0,2,0,4,1,0,0,3,0,0,0,1,0
1,1,2,0,2,0,2,1,1,2,0,0,1,2,1,3,2,0,0,1,1,0,2,0,3,0,7,1,0,0,1,1,0,0,2,1
2,1,1,0,0,0,0,0,1,0,4,1,5,0,5,0,0,0,1,0,1,0,1,0,1,1,4,0,0,0,1,0,0,0,2,1
2,1,2,1,3,0,4,1,40,77,1,0,1,0,1,0,3,0,1,0,0,0,3,0,2,0,4,1,0,0,3,0,0,0,1,1
1,0,2,0,1,0,3,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,2,0
2,0,1,0,2,1,0,0,33,78,2,0,2,1,2,2,2,0,2,0,0,1,2,0,2,0,1,1,0,0,2,0,0,0,2,0
2,0,2,0,1,0,2,0,3,2,1,0,1,2,0,2,2,0,2,0,1,0,3,1,3,1,0,0,0,0,2,0,0,0,1,1
1,1,2,0,3,0,3,0,2,1,3,0,0,0,2,2,2,0,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,2,1
2,0,2,0,2,1,23,74,28,81,2,0,3,0,1,3,3,0,4,1,2,0,3,0,1,0,0,1,0,0,1,1,0,0,2,1
2,0,2,0,2,0,0,0,0,0,1,0,1,1,1,2,1,0,6,1,5,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0
1,0,1,1,1,0,13,73,16,78,1,1,0,1,3,1,3,0,0,1,4,0,2,0,2,1,0,0,0,0,2,1,0,0,3,0
1,0,2,0,3,0,3,2,16,78,1,0,0,1,2,1,1,0,3,2,6,1,1,0,2,2,4,2,0,0,1,1,0,0,1,0
13,16,2,15,0,14,2,12,15,67,4,16,9,73,11,80,3,12,8,12,4,9,7,13,9,12,5,9,18,38,7,55,15,39,9,56
2,0,2,1,2,1,1,0,1,1,3,1,20,55,0,0,2,1,3,0,0,2,1,1,3,0,1,0,3,0,0,0,3,0,0,0
2,1,3,0,3,1,3,2,2,1,1,0,0,1,0,0,2,1,1,1,4,4,1,0,1,0,5,2,2,0,0,0,3,1,0,0
2,0,1,1,1,1,0,1,0,0,4,1,4,0,28,67,0,0,2,3,3,1,4,0,2,4,4,0,2,0,0,0,2,0,0,0
3,1,2,0,2,0,2,1,1,1,0,0,0,0,3,1,2,2,3,0,3,2,0,2,4,0,4,2,2,0,0,0,1,0,0,0
1,1,2,0,1,1,0,0,0,1,4,1,4,0,2,1,1,0,1,0,6,2,3,0,1,0,3,2,1,0,0,0,2,0,0,0
3,0,2,0,2,0,2,0,1,0,1,0,2,0,3,0,3,1,3,3,5,2,2,1,1,2,8,1,3,0,0,0,3,0,0,0
2,0,3,1,3,1,2,1,2,0,1,1,2,1,2,0,2,1,1,1,6,2,1,1,1,1,5,2,2,0,0,0,2,1,0,0
1,2,1,1,3,1,4,1,2,0,28,47,32,57,38,65,3,0,4,0,4,0,1,0,3,2,16,2,3,2,0,0,2,2,0,0
3,1,3,0,2,0,2,0,2,1,33,48,37,59,43,67,2,1,3,1,3,0,3,1,1,1,0,0,2,1,0,0,1,1,0,0
2,1,2,1,3,0,7,0,20,1,0,1,6,1,15,1,4,0,4,1,2,3,1,0,3,1,1,0,1,1,0,0,3,1,0,0
3,0,3,0,1,0,2,1,12,2,5,0,10,0,18,1,1,1,2,1,1,1,4,1,2,1,1,0,2,0,0,0,1,0,0,0
2,0,2,0,3,0,3,0,4,1,2,0,1,1,46,67,4,0,3,1,1,1,4,0,4,0,0,1,3,0,0,0,4,0,0,0
2,0,3,0,4,0,4,0,4,0,0,0,3,1,0,0,2,1,1,0,0,1,1,1,5,1,4,1,2,1,0,0,2,0,0,0
2,1,1,0,3,0,5,2,8,2,1,0,39,60,0,0,3,1,1,1,1,1,0,2,4,0,21,5,2,0,0,0,2,1,0,0
1,1,2,1,1,0,0,0,0,1,2,1,46,57,0,0,0,1,1,1,0,1,3,1,4,1,1,0,1,1,0,0,2,0,0,0
3,0,2,0,3,1,3,0,3,1,1,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,2,2,4,0,0,0,3,1,0,0
1,0,2,1,2,0,4,1,5,0,3,1,2,2,0,0,2,0,2,2,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,0
3,0,2,0,2,0,3,2,5,2,1,0,1,1,0,0,2,1,2,2,3,2,2,0,1,2,4,2,4,0,0,0,4,0,0,0
1,0,2,0,1,0,2,1,2,2,5,1,8,0,65,64,1,1,2,0,1,1,4,1,8,2,5,2,0,0,0,0,1,0,0,0
4,1,3,1,3,0,3,0,5,1,1,1,2,0,2,1,3,0,9,0,1,1,1,1,7,2,5,2,4,0,0,0,2,1,0,0
2,0,1,1,2,1,3,1,2,0,2,1,1,1,14,7,2,1,1,0,17,3,1,1,1,2,11,0,2,1,0,0,4,0,0,0
2,1,3,0,2,0,1,0,2,1,2,1,1,1,4,2,3,1,3,1,5,1,2,0,1,1,0,0,2,1,0,0,1,1,0,0
2,0,3,0,2,0,2,1,14,6,3,0,6,1,18,5,2,0,2,0,4,1,5,0,2,2,1,1,2,0,0,0,2,0,0,0
2,1,2,1,4,1,3,0,20,7,2,0,1,1,14,7,3,0,4,1,2,2,1,0,3,1,1,1,2,1,0,0,2,1,0,0
0,1,2,1,0,0,2,1,0,2,4,0,4,1,61,70,2,0,3,0,0,1,5,0,4,1,0,1,1,1,70,39,1,1,0,0
3,0,2,0,3,1,1,1,2,2,1,0,1,0,0,0,4,0,2,1,0,0,2,0,4,0,2,2,5,1,70,39,3,0,0,0
5,0,3,0,3,1,1,1,1,2,3,0,71,59,0,0,1,0,1,1,0,0,4,0,5,1,3,1,4,0,0,0,4,0,0,0
0,0,1,0,2,1,2,0,2,1,2,0,74,59,0,0,2,0,0,0,1,0,0,0,5,0,5,0,1,1,0,0,2,0,0,0
78,41,3,0,3,0,3,1,1,2,0,0,1,1,0,0,2,2,2,1,0,1,1,2,2,1,15,4,78,40,0,0,2,0,73,41
83,40,2,0,2,0,1,1,2,1,3,0,2,1,0,0,1,1,2,1,1,3,3,1,3,1,1,3,83,39,0,0,3,0,1,0
1,2,2,0,3,0,0,1,2,1,2,0,1,0,78,68,4,0,3,2,1,2,3,0,2,2,2,0,1,1,0,0,1,0,4,0
3,0,3,0,0,0,1,1,1,1,5,1,5,0,11,1,1,0,3,1,5,2,3,0,2,2,1,4,2,0,85,37,0,1,78,41
4,2,1,1,2,0,3,0,2,1,0,0,0,0,3,0,2,0,3,0,6,0,1,0,0,0,1,0,5,1,85,37,5,0,81,41
2,0,3,1,3,0,3,0,1,1,2,1,0,0,10,0,2,1,2,0,8,0,2,1,0,0,0,0,1,0,0,0,1,1,2,0
3,1,2,0,2,0,2,0,19,1,3,0,1,0,0,1,2,0,0,0,3,4,3,0,1,0,1,1,3,1,0,0,3,0,3,0
2,1,2,1,2,1,7,1,3,0,1,1,3,1,1,0,2,1,4,1,4,0,2,1,1,1,1,0,2,1,92,39,0,0,2,1
0,1,1,1,1,2,7,1,17,2,3,1,1,1,2,1,2,1,2,0,2,2,2,1,3,1,0,1,91,39,0,1,4,2,3,0
6,1,3,1,1,1,3,0,3,2,4,1,9,1,19,2,1,0,8,1,25,1,6,0,15,1,27,2,98,41,6,1,0,1,91,42
1,1,3,1,5,0,8,1,88,70,0,2,3,3,13,3,6,1,15,2,28,2,0,1,10,0,25,3,98,41,1,0,4,1,95,44
4,0,2,1,2,1,1,1,98,70,3,0,4,1,6,0,2,0,2,0,1,0,4,0,5,1,1,0,101,41,3,1,1,0,3,0
1,0,2,1,2,0,4,1,3,0,1,1,3,1,4,1,3,0,2,0,0,1,2,0,5,1,4,1,0,1,3,0,4,0,3,1
4,0,2,0,4,0,4,1,6,1,2,0,2,0,101,71,2,0,0,1,0,0,1,1,5,1,4,0,5,1,103,40,2,0,1,0
2,0,2,0,2,0,2,2,3,1,1,1,3,2,0,0,1,1,2,1,1,0,2,0,3,1,5,0,3,0,0,0,2,0,1,0
1,0,2,0,1,1,2,1,1,1,2,2,2,1,0,0,2,1,0,0,1,2,2,1,2,0,12,4,0,1,0,0,3,1,3,1
4,0,2,1,3,0,5,2,8,2,3,0,1,1,108,70,2,2,3,3,1,0,1,2,1,3,0,1,4,0,0,0,1,0,1,0
113,41,2,0,2,1,3,1,5,2,1,0,1,1,1,0,1,1,1,2,4,2,1,1,0,2,4,3,113,40,0,0,3,0,2,0
120,42,2,0,3,0,4,1,5,0,2,0,0,1,1,0,3,1,3,2,4,0,2,1,1,2,0,1,119,41,0,0,2,0,2,0
1,1,2,0,1,0,3,0,4,2,2,1,3,0,0,0,1,1,0,1,8,2,1,1,1,2,1,1,0,0,120,40,0,0,111,42
0,0,3,1,3,1,3,0,2,1,3,1,2,1,1,0,3,0,3,0,6,1,3,0,0,0,0,0,1,0,0,0,3,1,117,43
121,41,2,1,1,1,1,0,3,1,2,0,3,0,3,1,2,0,3,2,2,0,2,0,1,1,0,0,5,2,120,40,3,1,1,2
126,43,2,0,3,0,3,1,2,0,2,0,2,1,2,2,2,2,3,0,4,1,2,1,1,0,1,0,1,2,126,41,0,0,4,0
2,0,3,1,2,1,1,1,2,1,3,1,3,0,3,0,3,0,4,0,1,1,3,1,4,0,0,0,2,1,2,0,3,1,2,0
1,0,2,0,2,0,1,1,1,3,1,0,2,0,2,0,2,0,4,1,1,1,2,0,3,0,0,0,2,0,2,0,3,0,4,0
129,43,1,0,2,0,3,0,0,2,3,0,3,2,4,2,3,0,0,1,0,0,2,0,5,0,4,2,128,42,130,41,3,0,2,0
133,43,3,0,1,0,0,0,0,1,2,0,3,1,5,4,0,2,0,0,1,1,2,2,5,0,2,0,131,41,134,41,1,1,8,1
0,2,1,1,3,1,1,0,0,1,3,1,4,0,5,3,4,0,4,0,1,1,4,1,3,0,5,1,2,0,0,0,4,1,2,1
5,0,3,0,2,0,0,0,0,1,1,0,1,1,133,72,1,1,0,0,2,2,1,1,2,0,11,3,5,0,134,41,2,1,1,1
138,41,2,0,3,0,2,0,0,2,3,0,4,1,138,70,2,1,3,2,1,0,3,1,3,3,1,1,138,41,0,0,3,1,1,0
139,41,2,0,0,0,0,1,2,0,2,0,1,2,2,1,2,1,2,0,2,0,1,0,2,2,3,1,139,40,140,40,1,0,4,1
4,0,2,1,0,1,1,1,6,0,5,1,4,0,9,0,1,1,1,2,2,1,4,0,4,0,5,0,2,0,4,0,2,1,7,1
0,0,1,0,1,0,1,1,9,0,2,0,0,1,9,1,0,1,5,3,7,1,1,0,4,1,1,2,2,1,0,1,2,1,0,1
5,2,3,1,3,1,3,0,2,2,1,1,1,0,1,0,4,0,3,2,11,0,2,0,3,2,4,1,6,2,144,41,6,3,2,1
0,0,2,0,1,0,1,1,0,2,2,0,4,1,0,0,1,1,1,1,3,2,2,1,1,1,1,0,2,2,149,41,2,1,8,0
1,1,2,0,146,52,144,63,140,70,2,1,2,1,0,0,1,1,11,2,21,2,4,1,15,0,25,1,147,41,149,41,146,43,3,1
4,0,2,1,150,53,148,63,0,0,3,1,2,0,2,0,4,0,16,1,26,1,1,0,11,1,25,0,152,43,154,43,150,44,4,0
0,0,1,0,3,0,3,0,146,70,2,0,3,2,3,2,3,1,4,1,1,1,2,1,1,0,1,1,1,0,1,0,150,44,1,0
1,0,3,1,2,0,151,63,146,70,2,0,2,0,4,0,4,0,3,0,1,1,2,0,5,0,1,1,1,1,3,0,0,0,3,0
4,0,2,0,3,1,156,64,153,72,2,0,5,0,6,2,1,0,2,0,0,0,3,0,5,0,2,1,3,0,4,0,155,44,5,0
2,1,3,0,4,0,4,2,6,2,0,0,2,1,3,0,2,0,1,2,0,0,2,1,4,2,4,2,4,1,0,1,8,2,3,1
4,1,2,0,1,0,3,2,159,74,2,0,3,1,4,1,3,2,2,2,0,0,2,2,5,2,4,1,2,0,5,1,1,1,4,0
3,0,1,1,4,0,5,0,169,73,0,0,1,0,2,0,2,1,2,0,0,0,0,0,2,0,6,2,2,0,3,0,3,0,1,1
2,0,2,1,2,2,3,1,4,1,2,1,1,1,2,0,1,1,1,0,1,2,2,1,1,0,8,2,5,1,168,43,3,0,0,0
68,3,66,0,68,0,73,0,75,2,64,1,67,2,66,3,66,1,63,0,57,0,64,1,72,1,82,3,69,3,100,40,67,2,65,1
65,4,71,0,67,0,70,2,98,70,75,0,76,1,76,1,66,1,59,0,63,0,71,2,72,1,89,4,65,2,68,3,101,43,73,1
3,0,2,0,0,1,2,1,0,0,3,0,4,2,3,1,1,2,3,3,3,0,1,2,2,2,2,0,3,0,3,0,0,0,3,0
1,0,2,0,5,0,4,0,159,69,1,0,1,1,7,0,3,1,2,2,4,0,3,1,1,2,3,1,1,0,2,0,0,0,1,0
3,0,1,0,0,0,0,2,2,2,2,0,3,1,5,0,1,1,1,0,6,1,2,0,0,0,1,0,3,0,2,0,0,0,2,0
2,0,3,0,1,1,3,0,2,0,3,0,4,1,3,2,2,1,6,1,11,3,2,0,1,2,3,1,1,1,3,1,0,0,3,0
2,0,1,0,1,0,2,1,3,2,2,1,4,1,4,1,1,0,15,0,23,4,2,0,0,1,1,0,3,1,1,0,0,0,1,0
2,1,3,1,3,0,2,1,3,2,2,0,1,1,3,0,5,1,1,1,2,1,0,1,0,1,0,0,2,2,3,1,0,0,3,1
2,1,2,0,2,1,2,1,1,1,3,1,3,1,3,0,2,0,3,1,3,1,3,0,2,1,1,0,1,1,1,0,0,0,2,0
2,0,2,0,3,1,3,1,2,1,2,1,1,0,0,0,3,0,2,0,0,1,3,0,3,1,0,0,3,0,3,0,0,0,2,0
2,0,2,0,3,0,2,1,3,0,2,0,2,0,2,2,1,0,11,2,25,2,4,0,18,0,26,3,2,0,2,1,0,0,2,1
2,0,3,1,2,0,1,0,0,1,2,0,2,0,0,1,4,0,15,0,26,2,1,0,9,0,24,0,2,1,1,0,0,0,2,0
2,0,2,0,2,0,4,1,1,2,2,1,0,0,2,1,3,1,1,0,0,0,3,0,3,1,2,1,2,0,3,1,0,0,2,0
3,1,2,0,2,1,1,1,142,70,2,0,2,1,1,1,1,1,1,0,1,0,1,1,5,1,3,1,2,0,2,1,0,0,3,1
2,0,2,1,2,0,2,1,0,0,2,0,0,0,0,0,1,1,2,0,3,0,2,0,4,0,18,2,141,43,3,0,0,0,2,0
1,1,2,0,3,1,2,1,0,0,2,1,3,1,3,2,3,0,1,1,2,0,2,0,2,0,2,0,138,41,1,1,0,0,2,1
3,0,2,1,1,0,2,1,133,71,1,0,0,2,2,1,2,1,3,2,3,0,2,2,2,2,2,0,3,0,2,0,0,0,2,0
1,0,2,1,0,0,3,2,5,2,3,1,4,1,17,3,0,0,2,0,5,0,4,0,3,1,4,1,2,0,3,0,0,0,1,0
3,0,1,1,4,1,4,1,5,1,2,0,3,0,18,0,3,0,2,2,0,1,0,0,4,0,7,0,2,0,1,0,0,0,3,0
2,1,2,0,1,1,1,1,4,2,1,0,1,0,1,0,2,1,4,1,11,1,2,2,5,3,7,0,1,1,2,1,0,0,2,1
1,1,2,0,3,0,2,0,1,2,3,0,3,1,2,0,0,0,1,1,13,0,3,1,7,2,19,1,3,1,2,1,0,0,2,1
2,0,3,1,3,0,3,0,3,2,1,1,1,1,0,0,4,1,4,0,23,1,1,1,4,2,19,0,2,0,1,1,0,0,1,0
2,0,2,0,2,0,2,0,0,0,3,0,1,0,1,2,0,0,3,0,22,1,4,0,11,2,25,0,2,0,3,0,0,0,2,0
3,0,2,0,2,1,2,0,3,0,2,0,3,1,3,1,3,0,3,1,0,0,1,0,2,1,1,0,3,0,2,1,0,0,2,0
2,0,3,1,2,1,1,1,4,3,2,0,3,1,3,0,3,1,2,0,1,0,3,1,3,1,0,0,2,0,3,0,0,0,3,0
2,1,1,0,1,0,2,1,0,0,3,1,3,0,3,1,1,1,4,1,2,1,2,1,2,2,0,1,2,1,2,1,0,0,3,1
2,1,3,0,2,0,2,0,0,2,2,0,6,0,6,0,2,0,4,0,3,1,2,0,2,1,0,0,3,1,1,1,0,0,2,1
2,2,2,2,4,3,2,0,1,1,2,1,4,0,14,0,4,0,7,1,20,2,2,0,1,0,16,5,1,1,3,0,0,0,1,1
3,0,2,0,1,0,3,2,0,0,1,0,1,1,4,1,3,1,0,0,7,2,1,2,1,1,16,4,2,0,2,0,0,0,2,1
1,0,2,0,2,0,0,1,107,70,3,1,2,0,3,2,1,1,3,2,5,2,3,0,1,1,3,1,2,1,2,1,0,0,2,1
3,0,2,1,2,0,2,0,106,67,2,0,2,3,3,5,3,3,3,2,3,0,1,2,3,2,3,1,2,1,2,0,0,0,2,1
2,0,2,1,109,49,107,59,106,67,3,0,5,1,6,1,2,1,3,2,1,1,3,0,6,0,7,0,2,0,2,0,0,0,3,1
1,0,1,1,108,49,0,0,0,0,2,0,3,1,5,2,2,0,0,0,10,1,2,1,1,1,2,0,2,0,2,0,0,0,2,0
3,0,4,0,5,0,100,59,95,63,2,0,2,1,4,2,4,0,11,1,9,1,2,1,9,4,5,1,3,0,3,1,0,0,3,0
3,2,1,1,1,0,2,0,3,0,3,0,3,0,3,1,2,0,3,1,4,2,0,0,0,0,0,0,99,40,2,0,0,0,2,1
2,0,3,1,3,1,1,1,4,1,1,1,2,0,3,1,2,1,3,0,2,0,3,1,2,1,1,0,96,41,2,0,0,0,2,1
2,1,2,0,1,0,3,1,1,1,4,0,4,0,4,0,3,0,1,1,2,2,2,0,1,0,0,0,96,41,3,1,0,0,2,0
2,1,2,1,3,1,2,0,1,0,1,1,2,0,1,1,2,1,2,1,0,1,3,1,5,3,1,1,91,41,1,1,0,0,2,1
2,2,3,0,3,0,0,0,86,63,3,0,1,1,0,1,1,0,9,2,23,1,4,0,16,1,26,1,3,0,3,0,0,0,3,1
2,0,2,1,3,0,4,0,83,64,2,1,1,1,0,2,3,2,5,0,1,1,2,2,0,0,1,0,2,1,1,1,0,0,1,0
3,0,2,0,1,0,88,59,83,64,3,0,2,1,0,1,1,2,4,1,5,2,2,2,1,1,0,0,1,0,3,1,0,0,3,1
1,0,1,0,3,1,0,0,0,0,1,0,0,0,3,2,4,1,6,1,15,2,1,0,1,0,9,3,2,1,2,0,0,0,2,0
3,0,2,0,0,0,0,0,0,0,3,0,1,1,1,3,0,0,1,1,1,1,2,1,2,1,7,2,3,0,2,0,0,0,2,0
